Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Resigned to his fate , Harry sneaks out of the castle under his Invisibility cloak and stops to tell Neville to kill Nagini , the other remaining Horcrux , at all costs .","['fate', 'Harry', 'castle', 'cloak', 'costs']","['fate:Resigned', 'Harry:sneaks', 'castle:sneaks', 'cloak:castle', 'costs:Nagini']","['Neville', 'Nagini']","['Neville:tell', 'Nagini:kill']",-0.8074,"[(('sneaks', 'VBZ'), 'advcl', ('Resigned', 'VBN')), (('Resigned', 'VBN'), 'nmod', ('fate', 'NN')), (('fate', 'NN'), 'case', ('to', 'TO')), (('fate', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('sneaks', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('sneaks', 'VBZ'), 'compound:prt', ('out', 'RP')), (('sneaks', 'VBZ'), 'nmod', ('castle', 'NN')), (('castle', 'NN'), 'case', ('of', 'IN')), (('castle', 'NN'), 'det', ('the', 'DT')), (('castle', 'NN'), 'nmod', ('cloak', 'NN')), (('cloak', 'NN'), 'case', ('under', 'IN')), (('cloak', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('cloak', 'NN'), 'compound', ('Invisibility', 'NNP')), (('sneaks', 'VBZ'), 'cc', ('and', 'CC')), (('sneaks', 'VBZ'), 'conj', ('stops', 'VBZ')), (('stops', 'VBZ'), 'xcomp', ('tell', 'VB')), (('tell', 'VB'), 'mark', ('to', 'TO')), (('tell', 'VB'), 'dobj', ('Neville', 'NNP')), (('tell', 'VB'), 'xcomp', ('kill', 'VB')), (('kill', 'VB'), 'mark', ('to', 'TO')), (('kill', 'VB'), 'dobj', ('Nagini', 'NNP')), (('Nagini', 'NNP'), 'appos', ('Horcrux', 'NN')), (('Horcrux', 'NN'), 'det', ('the', 'DT')), (('Horcrux', 'NN'), 'amod', ('other', 'JJ')), (('Horcrux', 'NN'), 'amod', ('remaining', 'VBG')), (('Nagini', 'NNP'), 'nmod', ('costs', 'NNS')), (('costs', 'NNS'), 'case', ('at', 'IN')), (('costs', 'NNS'), 'det', ('all', 'DT'))]"
"Then , before he sacrifices himself to Tom , he opens the Golden left to him by Albus to reveal the Resurrection .","['he', 'Tom', 'he', 'Golden', 'him', 'Albus']","['he:sacrifices', 'Tom:sacrifices', 'he:opens', 'Golden:left', 'him:left', 'Albus:left']","['himself', 'Resurrection']","['himself:sacrifices', 'Resurrection:reveal']",0.0,"[(('opens', 'VBZ'), 'advmod', ('Then', 'RB')), (('opens', 'VBZ'), 'advcl', ('sacrifices', 'VBZ')), (('sacrifices', 'VBZ'), 'mark', ('before', 'IN')), (('sacrifices', 'VBZ'), 'nsubj', ('he', 'PRP')), (('sacrifices', 'VBZ'), 'dobj', ('himself', 'PRP')), (('sacrifices', 'VBZ'), 'nmod', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', ('to', 'TO')), (('opens', 'VBZ'), 'nsubj', ('he', 'PRP')), (('opens', 'VBZ'), 'ccomp', ('left', 'VBD')), (('left', 'VBD'), 'nsubj', ('Golden', 'NNP')), (('Golden', 'NNP'), 'det', ('the', 'DT')), (('left', 'VBD'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('to', 'TO')), (('left', 'VBD'), 'nmod', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', ('by', 'IN')), (('left', 'VBD'), 'xcomp', ('reveal', 'VB')), (('reveal', 'VB'), 'mark', ('to', 'TO')), (('reveal', 'VB'), 'dobj', ('Resurrection', 'NNP')), (('Resurrection', 'NNP'), 'det', ('the', 'DT'))]"
"He uses it to summon the spirits of his parents , of Sirius , and of Remus , all of whom provide emotional support as Harry walks to his death .","['He', 'parents', 'Sirius', 'Remus', 'Harry', 'death']","['He:uses', 'parents:spirits', 'Sirius:spirits', 'Remus:spirits', 'Harry:walks', 'death:walks']","['it', 'spirits', 'support']","['it:uses', 'spirits:summon', 'support:provide']",-0.1531,"[(('uses', 'VBZ'), 'nsubj', ('He', 'PRP')), (('uses', 'VBZ'), 'dobj', ('it', 'PRP')), (('uses', 'VBZ'), 'xcomp', ('summon', 'VB')), (('summon', 'VB'), 'mark', ('to', 'TO')), (('summon', 'VB'), 'dobj', ('spirits', 'NNS')), (('spirits', 'NNS'), 'det', ('the', 'DT')), (('spirits', 'NNS'), 'nmod', ('parents', 'NNS')), (('parents', 'NNS'), 'case', ('of', 'IN')), (('parents', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('spirits', 'NNS'), 'nmod', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', ('of', 'IN')), (('Sirius', 'NNP'), 'cc', ('and', 'CC')), (('Sirius', 'NNP'), 'conj', ('Remus', 'NNP')), (('Remus', 'NNP'), 'case', ('of', 'IN')), (('Remus', 'NNP'), 'dep', ('provide', 'VBP')), (('provide', 'VBP'), 'nsubj', ('whom', 'WP')), (('whom', 'WP'), 'dep', ('all', 'DT')), (('whom', 'WP'), 'case', ('of', 'IN')), (('provide', 'VBP'), 'dobj', ('support', 'NN')), (('support', 'NN'), 'amod', ('emotional', 'JJ')), (('provide', 'VBP'), 'advcl', ('walks', 'VBZ')), (('walks', 'VBZ'), 'mark', ('as', 'IN')), (('walks', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('walks', 'VBZ'), 'nmod', ('death', 'NN')), (('death', 'NN'), 'case', ('to', 'TO')), (('death', 'NN'), 'nmod:poss', ('his', 'PRP$'))]"
He enters Tom 's camp and shows himself .,['He'],['He:enters'],"['camp', 'himself']","['camp:enters', 'himself:shows']",0.0,"[(('enters', 'VBZ'), 'nsubj', ('He', 'PRP')), (('enters', 'VBZ'), 'dobj', ('camp', 'NN')), (('camp', 'NN'), 'nmod:poss', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', (""'s"", 'POS')), (('enters', 'VBZ'), 'cc', ('and', 'CC')), (('enters', 'VBZ'), 'conj', ('shows', 'VBZ')), (('shows', 'VBZ'), 'dobj', ('himself', 'PRP'))]"
He tries to betray fear as he allows himself to be hit with the Killing Curse .,"['He', 'he', 'Curse']","['He:tries', 'he:allows', 'Curse:hit']",['himself'],['himself:allows'],-0.946,"[(('tries', 'VBZ'), 'nsubj', ('He', 'PRP')), (('tries', 'VBZ'), 'xcomp', ('fear', 'VB')), (('fear', 'VB'), 'mark', ('to', 'TO')), (('fear', 'VB'), 'advmod', ('betray', 'RB')), (('fear', 'VB'), 'advcl', ('allows', 'VBZ')), (('allows', 'VBZ'), 'mark', ('as', 'IN')), (('allows', 'VBZ'), 'nsubj', ('he', 'PRP')), (('allows', 'VBZ'), 'dobj', ('himself', 'PRP')), (('allows', 'VBZ'), 'xcomp', ('hit', 'VBN')), (('hit', 'VBN'), 'mark', ('to', 'TO')), (('hit', 'VBN'), 'auxpass', ('be', 'VB')), (('hit', 'VBN'), 'nmod', ('Curse', 'NNP')), (('Curse', 'NNP'), 'case', ('with', 'IN')), (('Curse', 'NNP'), 'det', ('the', 'DT')), (('Curse', 'NNP'), 'compound', ('Killing', 'NNP'))]"
"However , Harry finds himself in a sort of dream and meets the deceased Albus in what appears to be a deserted King 's Cross Station .","['Harry', 'sort', 'dream']","['Harry:finds', 'sort:finds', 'dream:sort']","['himself', 'Albus']","['himself:finds', 'Albus:meets']",0.1796,"[(('finds', 'VBZ'), 'advmod', ('However', 'RB')), (('finds', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('finds', 'VBZ'), 'dobj', ('himself', 'PRP')), (('finds', 'VBZ'), 'nmod', ('sort', 'NN')), (('sort', 'NN'), 'case', ('in', 'IN')), (('sort', 'NN'), 'det', ('a', 'DT')), (('sort', 'NN'), 'nmod', ('dream', 'NN')), (('dream', 'NN'), 'case', ('of', 'IN')), (('finds', 'VBZ'), 'cc', ('and', 'CC')), (('finds', 'VBZ'), 'conj', ('meets', 'VBZ')), (('meets', 'VBZ'), 'dobj', ('Albus', 'NNS')), (('Albus', 'NNS'), 'det', ('the', 'DT')), (('Albus', 'NNS'), 'amod', ('deceased', 'JJ')), (('meets', 'VBZ'), 'advcl', ('appears', 'VBZ')), (('appears', 'VBZ'), 'mark', ('in', 'IN')), (('appears', 'VBZ'), 'nsubj', ('what', 'WP')), (('appears', 'VBZ'), 'xcomp', ('Station', 'NNP')), (('Station', 'NNP'), 'mark', ('to', 'TO')), (('Station', 'NNP'), 'cop', ('be', 'VB')), (('Station', 'NNP'), 'det', ('a', 'DT')), (('Station', 'NNP'), 'nmod:poss', ('King', 'NNP')), (('King', 'NNP'), 'compound', ('deserted', 'NNP')), (('King', 'NNP'), 'case', (""'s"", 'POS')), (('Station', 'NNP'), 'compound', ('Cross', 'NNP'))]"
He appears to be in a Limbo state in which he can speak to Albus .,"['He', 'he', 'Albus']","['He:appears', 'he:speak', 'Albus:speak']",[],[],0.0,"[(('appears', 'VBZ'), 'nsubj', ('He', 'PRP')), (('appears', 'VBZ'), 'xcomp', ('state', 'NN')), (('state', 'NN'), 'mark', ('to', 'TO')), (('state', 'NN'), 'cop', ('be', 'VB')), (('state', 'NN'), 'case', ('in', 'IN')), (('state', 'NN'), 'det', ('a', 'DT')), (('state', 'NN'), 'compound', ('Limbo', 'NNP')), (('state', 'NN'), 'acl:relcl', ('speak', 'VB')), (('speak', 'VB'), 'nmod', ('which', 'WDT')), (('which', 'WDT'), 'case', ('in', 'IN')), (('speak', 'VB'), 'nsubj', ('he', 'PRP')), (('speak', 'VB'), 'aux', ('can', 'MD')), (('speak', 'VB'), 'nmod', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', ('to', 'TO'))]"
"Here , it is explained he can not be killed by Tom whilst Tom lives .",['lives'],['lives:killed'],"['it', 'he']","['it:explained', 'he:killed']",0.5559,"[(('explained', 'VBN'), 'advmod', ('Here', 'RB')), (('explained', 'VBN'), 'nsubjpass', ('it', 'PRP')), (('explained', 'VBN'), 'auxpass', ('is', 'VBZ')), (('explained', 'VBN'), 'ccomp', ('killed', 'VBN')), (('killed', 'VBN'), 'nsubjpass', ('he', 'PRP')), (('killed', 'VBN'), 'aux', ('can', 'MD')), (('killed', 'VBN'), 'neg', ('not', 'RB')), (('killed', 'VBN'), 'auxpass', ('be', 'VB')), (('killed', 'VBN'), 'nmod', ('lives', 'NNS')), (('lives', 'NNS'), 'case', ('by', 'IN')), (('lives', 'NNS'), 'compound', ('Tom', 'NNP')), (('lives', 'NNS'), 'compound', ('whilst', 'NNP')), (('lives', 'NNS'), 'compound', ('Tom', 'NNP'))]"
"Since Tom used Harry 's blood to recreate his body , Lily 's protection over Harry binds the two and therefore tethers Harry to life .","['Tom', 'protection', 'Harry', 'life']","['Tom:used', 'protection:binds', 'Harry:protection', 'life:tethers']","['blood', 'body', 'Harry']","['blood:used', 'body:recreate', 'Harry:tethers']",0.0,"[(('binds', 'VBZ'), 'advcl', ('used', 'VBD')), (('used', 'VBD'), 'mark', ('Since', 'IN')), (('used', 'VBD'), 'nsubj', ('Tom', 'NNP')), (('used', 'VBD'), 'dobj', ('blood', 'NN')), (('blood', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('blood', 'NN'), 'acl', ('recreate', 'VB')), (('recreate', 'VB'), 'mark', ('to', 'TO')), (('recreate', 'VB'), 'dobj', ('body', 'NN')), (('body', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('binds', 'VBZ'), 'nsubj', ('protection', 'NN')), (('protection', 'NN'), 'nmod:poss', ('Lily', 'NNP')), (('Lily', 'NNP'), 'case', (""'s"", 'POS')), (('protection', 'NN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('over', 'IN')), (('binds', 'VBZ'), 'dobj', ('two', 'CD')), (('two', 'CD'), 'det', ('the', 'DT')), (('binds', 'VBZ'), 'cc', ('and', 'CC')), (('binds', 'VBZ'), 'conj', ('tethers', 'VBZ')), (('tethers', 'VBZ'), 'advmod', ('therefore', 'RB')), (('tethers', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('tethers', 'VBZ'), 'nmod', ('life', 'NN')), (('life', 'NN'), 'case', ('to', 'TO'))]"
"Albus then gives Harry a theory on why his wand acted of its own accord : as a result of their encounter in the Little Hangleton graveyard three years previous , Harry 's wand was imbued with some of the qualities of Tom 's wand and regurgitated some of his own magic back at him .","['Albus', 'wand', 'accord', 'result', 'encounter', 'graveyard', 'qualities', 'wand', 'back', 'him']","['Albus:gives', 'wand:acted', 'accord:acted', 'result:gives', 'encounter:result', 'graveyard:encounter', 'qualities:some', 'wand:qualities', 'back:some', 'him:regurgitated']","['theory', 'years']","['theory:gives', 'years:imbued']",-0.2315,"[(('gives', 'VBZ'), 'nsubj', ('Albus', 'NNS')), (('gives', 'VBZ'), 'advmod', ('then', 'RB')), (('gives', 'VBZ'), 'iobj', ('Harry', 'NNP')), (('gives', 'VBZ'), 'dobj', ('theory', 'NN')), (('theory', 'NN'), 'det', ('a', 'DT')), (('theory', 'NN'), 'acl', ('acted', 'VBD')), (('acted', 'VBD'), 'mark', ('on', 'IN')), (('acted', 'VBD'), 'advmod', ('why', 'WRB')), (('acted', 'VBD'), 'nsubj', ('wand', 'NN')), (('wand', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('acted', 'VBD'), 'nmod', ('accord', 'NN')), (('accord', 'NN'), 'case', ('of', 'IN')), (('accord', 'NN'), 'nmod:poss', ('its', 'PRP$')), (('accord', 'NN'), 'amod', ('own', 'JJ')), (('gives', 'VBZ'), 'nmod', ('result', 'NN')), (('result', 'NN'), 'case', ('as', 'IN')), (('result', 'NN'), 'det', ('a', 'DT')), (('result', 'NN'), 'nmod', ('encounter', 'NN')), (('encounter', 'NN'), 'case', ('of', 'IN')), (('encounter', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('encounter', 'NN'), 'nmod', ('graveyard', 'NN')), (('graveyard', 'NN'), 'case', ('in', 'IN')), (('graveyard', 'NN'), 'det', ('the', 'DT')), (('graveyard', 'NN'), 'compound', ('Little', 'NNP')), (('graveyard', 'NN'), 'compound', ('Hangleton', 'NNP')), (('graveyard', 'NN'), 'acl:relcl', ('imbued', 'VBN')), (('imbued', 'VBN'), 'nsubjpass', ('years', 'NNS')), (('years', 'NNS'), 'nummod', ('three', 'CD')), (('years', 'NNS'), 'amod', ('previous', 'JJ')), (('years', 'NNS'), 'appos', ('wand', 'NN')), (('wand', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('imbued', 'VBN'), 'auxpass', ('was', 'VBD')), (('imbued', 'VBN'), 'nmod', ('some', 'DT')), (('some', 'DT'), 'case', ('with', 'IN')), (('some', 'DT'), 'nmod', ('qualities', 'NNS')), (('qualities', 'NNS'), 'case', ('of', 'IN')), (('qualities', 'NNS'), 'det', ('the', 'DT')), (('qualities', 'NNS'), 'nmod', ('wand', 'NN')), (('wand', 'NN'), 'case', ('of', 'IN')), (('wand', 'NN'), 'nmod:poss', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', (""'s"", 'POS')), (('imbued', 'VBN'), 'cc', ('and', 'CC')), (('imbued', 'VBN'), 'conj', ('regurgitated', 'VBN')), (('regurgitated', 'VBN'), 'dobj', ('some', 'DT')), (('some', 'DT'), 'nmod', ('back', 'NN')), (('back', 'NN'), 'case', ('of', 'IN')), (('back', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('back', 'NN'), 'amod', ('own', 'JJ')), (('back', 'NN'), 'amod', ('magic', 'JJ')), (('regurgitated', 'VBN'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('at', 'IN'))]"
"He also discovers that the part of Tom 's soul he had had inside himself has been separated by the attempted murder and is represented in his vision by a flayed naked child , whimpering in agony and abandoned under a bench , which is Tom .","['He', 'soul', 'he', 'himself', 'murder', 'vision', 'child', 'agony', 'bench']","['He:discovers', 'soul:part', 'he:had', 'himself:had', 'murder:separated', 'vision:represented', 'child:represented', 'agony:whimpering', 'bench:abandoned']",['part'],['part:separated'],-0.8591,"[(('discovers', 'VBZ'), 'nsubj', ('He', 'PRP')), (('discovers', 'VBZ'), 'advmod', ('also', 'RB')), (('discovers', 'VBZ'), 'ccomp', ('separated', 'VBN')), (('separated', 'VBN'), 'mark', ('that', 'IN')), (('separated', 'VBN'), 'nsubjpass', ('part', 'NN')), (('part', 'NN'), 'det', ('the', 'DT')), (('part', 'NN'), 'nmod', ('soul', 'NN')), (('soul', 'NN'), 'case', ('of', 'IN')), (('soul', 'NN'), 'nmod:poss', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', (""'s"", 'POS')), (('soul', 'NN'), 'acl:relcl', ('had', 'VBN')), (('had', 'VBN'), 'nsubj', ('he', 'PRP')), (('had', 'VBN'), 'aux', ('had', 'VBD')), (('had', 'VBN'), 'nmod', ('himself', 'PRP')), (('himself', 'PRP'), 'case', ('inside', 'IN')), (('separated', 'VBN'), 'aux', ('has', 'VBZ')), (('separated', 'VBN'), 'auxpass', ('been', 'VBN')), (('separated', 'VBN'), 'nmod', ('murder', 'NN')), (('murder', 'NN'), 'case', ('by', 'IN')), (('murder', 'NN'), 'det', ('the', 'DT')), (('murder', 'NN'), 'amod', ('attempted', 'VBN')), (('separated', 'VBN'), 'cc', ('and', 'CC')), (('separated', 'VBN'), 'conj', ('represented', 'VBN')), (('represented', 'VBN'), 'auxpass', ('is', 'VBZ')), (('represented', 'VBN'), 'nmod', ('vision', 'NN')), (('vision', 'NN'), 'case', ('in', 'IN')), (('vision', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('represented', 'VBN'), 'nmod', ('child', 'NN')), (('child', 'NN'), 'case', ('by', 'IN')), (('child', 'NN'), 'det', ('a', 'DT')), (('child', 'NN'), 'amod', ('flayed', 'JJ')), (('child', 'NN'), 'amod', ('naked', 'JJ')), (('represented', 'VBN'), 'xcomp', ('whimpering', 'VBG')), (('whimpering', 'VBG'), 'nmod', ('agony', 'NN')), (('agony', 'NN'), 'case', ('in', 'IN')), (('represented', 'VBN'), 'cc', ('and', 'CC')), (('represented', 'VBN'), 'conj', ('abandoned', 'VBN')), (('abandoned', 'VBN'), 'nmod', ('bench', 'NN')), (('bench', 'NN'), 'case', ('under', 'IN')), (('bench', 'NN'), 'det', ('a', 'DT')), (('bench', 'NN'), 'acl:relcl', ('Tom', 'NNP')), (('Tom', 'NNP'), 'nsubj', ('which', 'WDT')), (('Tom', 'NNP'), 'cop', ('is', 'VBZ'))]"
"Albus confides in Harry that he had sought the Hallows , with Gellert , for less than noble reasons and that the death of his sister resulted from their association .","['Albus', 'Harry', 'he', 'Gellert', 'reasons', 'death', 'sister', 'association']","['Albus:confides', 'Harry:confides', 'he:sought', 'Gellert:sought', 'reasons:sought', 'death:resulted', 'sister:death', 'association:resulted']",[],[],-0.2911,"[(('confides', 'VBZ'), 'nsubj', ('Albus', 'NNS')), (('confides', 'VBZ'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('in', 'IN')), (('confides', 'VBZ'), 'ccomp', ('sought', 'VBN')), (('sought', 'VBN'), 'mark', ('that', 'IN')), (('sought', 'VBN'), 'nsubj', ('he', 'PRP')), (('sought', 'VBN'), 'aux', ('had', 'VBD')), (('sought', 'VBN'), 'dobj', ('Hallows', 'NNPS')), (('Hallows', 'NNPS'), 'det', ('the', 'DT')), (('sought', 'VBN'), 'nmod', ('Gellert', 'NNP')), (('Gellert', 'NNP'), 'case', ('with', 'IN')), (('sought', 'VBN'), 'nmod', ('reasons', 'NNS')), (('reasons', 'NNS'), 'case', ('for', 'IN')), (('reasons', 'NNS'), 'nummod', ('noble', 'CD')), (('noble', 'CD'), 'advmod', ('less', 'JJR')), (('less', 'JJR'), 'mwe', ('than', 'IN')), (('sought', 'VBN'), 'cc', ('and', 'CC')), (('sought', 'VBN'), 'conj', ('resulted', 'VBD')), (('resulted', 'VBD'), 'mark', ('that', 'IN')), (('resulted', 'VBD'), 'nsubj', ('death', 'NN')), (('death', 'NN'), 'det', ('the', 'DT')), (('death', 'NN'), 'nmod', ('sister', 'NN')), (('sister', 'NN'), 'case', ('of', 'IN')), (('sister', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('resulted', 'VBD'), 'nmod', ('association', 'NN')), (('association', 'NN'), 'case', ('from', 'IN')), (('association', 'NN'), 'nmod:poss', ('their', 'PRP$'))]"
"In Albus 's opinion , only Harry is worthy of possessing the Hallows .","['opinion', 'Harry']","['opinion:worthy', 'Harry:worthy']",[],[],0.4404,"[(('worthy', 'JJ'), 'nmod', ('opinion', 'NN')), (('opinion', 'NN'), 'case', ('In', 'IN')), (('opinion', 'NN'), 'nmod:poss', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', (""'s"", 'POS')), (('worthy', 'JJ'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'advmod', ('only', 'RB')), (('worthy', 'JJ'), 'cop', ('is', 'VBZ')), (('worthy', 'JJ'), 'advcl', ('possessing', 'VBG')), (('possessing', 'VBG'), 'mark', ('of', 'IN')), (('possessing', 'VBG'), 'dobj', ('Hallows', 'NNPS')), (('Hallows', 'NNPS'), 'det', ('the', 'DT'))]"
"With all of his secrets in the open , Harry can no longer find himself angry with Albus even after all he has been through .","['secrets', 'open', 'Harry', 'himself', 'Albus', 'he']","['secrets:all', 'open:secrets', 'Harry:find', 'himself:been', 'Albus:angry', 'he:been']",[],[],-0.6705,"[(('find', 'VB'), 'nmod', ('all', 'DT')), (('all', 'DT'), 'case', ('With', 'IN')), (('all', 'DT'), 'nmod', ('secrets', 'NNS')), (('secrets', 'NNS'), 'case', ('of', 'IN')), (('secrets', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('secrets', 'NNS'), 'nmod', ('open', 'NN')), (('open', 'NN'), 'case', ('in', 'IN')), (('open', 'NN'), 'det', ('the', 'DT')), (('find', 'VB'), 'nsubj', ('Harry', 'NNP')), (('find', 'VB'), 'aux', ('can', 'MD')), (('find', 'VB'), 'advmod', ('longer', 'RB')), (('longer', 'RB'), 'neg', ('no', 'RB')), (('find', 'VB'), 'xcomp', ('been', 'VBN')), (('been', 'VBN'), 'nsubj', ('himself', 'PRP')), (('been', 'VBN'), 'dep', ('angry', 'JJ')), (('angry', 'JJ'), 'nmod', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', ('with', 'IN')), (('been', 'VBN'), 'advmod', ('even', 'RB')), (('been', 'VBN'), 'mark', ('after', 'IN')), (('been', 'VBN'), 'advmod', ('all', 'RB')), (('been', 'VBN'), 'nsubj', ('he', 'PRP')), (('been', 'VBN'), 'aux', ('has', 'VBZ')), (('been', 'VBN'), 'advmod', ('through', 'RB'))]"
Harry is given the choice of moving on or returning to try to stop Tom .,[],[],"['Harry', 'choice', 'Tom']","['Harry:given', 'choice:given', 'Tom:stop']",-0.296,"[(('given', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('given', 'VBN'), 'auxpass', ('is', 'VBZ')), (('given', 'VBN'), 'dobj', ('choice', 'NN')), (('choice', 'NN'), 'det', ('the', 'DT')), (('choice', 'NN'), 'acl', ('moving', 'VBG')), (('moving', 'VBG'), 'mark', ('of', 'IN')), (('moving', 'VBG'), 'compound:prt', ('on', 'RP')), (('moving', 'VBG'), 'cc', ('or', 'CC')), (('moving', 'VBG'), 'conj', ('returning', 'VBG')), (('returning', 'VBG'), 'xcomp', ('try', 'VB')), (('try', 'VB'), 'mark', ('to', 'TO')), (('try', 'VB'), 'xcomp', ('stop', 'VB')), (('stop', 'VB'), 'mark', ('to', 'TO')), (('stop', 'VB'), 'dobj', ('Tom', 'NNP'))]"
Harry chooses to return to life and fight back .,"['Harry', 'life']","['Harry:chooses', 'life:return']",[],[],-0.3818,"[(('chooses', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('chooses', 'VBZ'), 'xcomp', ('return', 'VB')), (('return', 'VB'), 'mark', ('to', 'TO')), (('return', 'VB'), 'nmod', ('life', 'NN')), (('life', 'NN'), 'case', ('to', 'TO')), (('return', 'VB'), 'cc', ('and', 'CC')), (('return', 'VB'), 'conj', ('fight', 'VB')), (('fight', 'VB'), 'advmod', ('back', 'RB'))]"
"Back in the forest , Tom appears to have collapsed at the same time Harry did .","['forest', 'Tom', 'time', 'Harry']","['forest:Back', 'Tom:appears', 'time:collapsed', 'Harry:did']",[],[],-0.2732,"[(('appears', 'VBZ'), 'advmod', ('Back', 'RB')), (('Back', 'RB'), 'nmod', ('forest', 'NN')), (('forest', 'NN'), 'case', ('in', 'IN')), (('forest', 'NN'), 'det', ('the', 'DT')), (('appears', 'VBZ'), 'nsubj', ('Tom', 'NNP')), (('appears', 'VBZ'), 'xcomp', ('collapsed', 'VBN')), (('collapsed', 'VBN'), 'mark', ('to', 'TO')), (('collapsed', 'VBN'), 'aux', ('have', 'VB')), (('collapsed', 'VBN'), 'nmod', ('time', 'NN')), (('time', 'NN'), 'case', ('at', 'IN')), (('time', 'NN'), 'det', ('the', 'DT')), (('time', 'NN'), 'amod', ('same', 'JJ')), (('time', 'NN'), 'acl:relcl', ('did', 'VBD')), (('did', 'VBD'), 'nsubj', ('Harry', 'NNP'))]"
